id,paragraph,problems,question_plus,hint
generation-for-nlp-715_aug,노동 통계국이 소비자 물가 지수를 계산하는 데 사용하는 재화 및 용역 비용이 기준 기간의 200달러에서 현재 기간의 400달러로 상승하면 소비자 물가 지수는 다음과 같이 계산됩니다.,"{'question': '질문: 소비자 물가 지수의 변화가 경제에 미치는 영향은 무엇인가?', 'choices': ['CPI가 상승하면 구매력이 증가한다.', 'CPI가 상승하면 인플레이션을 나타낸다.', 'CPI가 하락하면 경제 성장률이 상승한다.', 'CPI는 임금 조정을 방지하는 역할을 한다.', 'CPI는 시민의 여론을 조사하는 데 사용된다.'], 'answer': 2}",,"소비자 물가 지수(CPI)는 특정 기간에 소비자가 구입하는 재화와 용역의 가격 변화를 측정하는 지표로, 주로 인플레이션의 수준을 나타내며 다양한 경제 정책 결정에 중요합니다."
generation-for-nlp-716_aug,연준이 유통 시장에서 채권을 매입하는 경우,"{'question': '질문: 연준이 유통 시장에서 채권을 매입할 때 어떤 경제적 효과를 기대할 수 있는가?', 'choices': ['주식 시장이 하락할 것이다.', '기업의 대출 조건이 악화될 것이다.', '소비자와 기업의 신뢰가 증대될 가능성이 있다.', '외환 시장이 불안정해질 것이다.', '실업률이 즉각적으로 증가할 것이다.'], 'answer': 3}",,연준의 채권 매입은 경제의 유동성을 늘리고 이자율을 낮추어 소비와 투자를 촉진하게 됩니다. 이러한 환경은 일반적으로 소비자와 기업의 신뢰도를 높여 경제 활동을 활성화하는 데 기여합니다.
generation-for-nlp-717_aug,인기 TV 쇼의 한 재무 설계사가 더 많은 미국인들이 은퇴를 위해 저축할 것을 설득합니다.,"{'question': '질문: 미국인들이 은퇴를 위해 저축하는 것이 경제에 미치는 영향은 무엇인가요?', 'choices': ['소비 지출이 증가한다.', '시장의 자본 공급이 줄어든다.', '대출 이자율이 상승한다.', '장기적으로 경제 성장에 긍정적인 영향을 미칠 수 있다.', '주식 시장이 하락한다.'], 'answer': 4}",,"미국인들이 더 많이 저축하게 되면, 이는 대출 가능한 자금의 증가로 이어져 경제에 긍정적인 영향을 가져올 수 있으며, 특히 투자 자본이 증가하여 경제 성장을 촉진할 수 있습니다."
generation-for-nlp-718_aug,달러 가치     미국 수출,"{'question': '질문: 미국의 금리 인상이 달러 가치와 수출에 미치는 영향은 다음 중 무엇일까요?', 'choices': ['증가 \xa0\xa0\xa0감소', '감소 \xa0\xa0\xa0증가', '증가 \xa0\xa0\xa0변동 없음', '감소 \xa0\xa0\xa0감소', '증가 \xa0\xa0\xa0증가'], 'answer': 1}",,"미국의 금리 인상이 진행되면 고금리를 적용받는 달러 자산에 대한 투자 유입이 증가하게 됩니다. 이는 일반적으로 달러 가치를 높이고, 결과적으로 미국 제품의 가격이 해외에서 비싸져 수출에 부정적인 영향을 미칠 수 있습니다."
generation-for-nlp-719_aug,필름을 사진으로 현상하는 암실 기술자는 더 이상 필름 카메라를 사용하는 사람이 거의 없어 일자리를 잃었습니다.,"{'question': '질문: 필름 카메라의 사용 감소가 어떤 문제를 초래했나요?', 'choices': ['노동 시장의 공급 과잉', '소비자 이미지 품질 저하', '전통 기술자의 고용 감소', '촬영 비용 증가', '인공지능 사진 기술 발전'], 'answer': 3}",,"이 지문에서는 필름 카메라의 사용이 줄어들면서 암실 기술자와 같은 특정 직업의 수요가 감소함을 보여줍니다. 이는 기술 발전이 기존 직업의 필요성을 줄이고, 해당 직업군의 고용 감소를 초래하는 현상입니다."
generation-for-nlp-720_aug,한 국가의 정부는 균형 잡힌 예산을 유지하기 위해 정부 지출과 세금을 같은 금액으로 늘리기로 결정합니다. MPC는 0.75입니다.,"{'question': '질문: 정부의 지출과 세금을 증가시킨 결과, 이 경제 상황에서 예상되는 소비의 변화는 무엇인가요?', 'choices': ['소비가 증가한다.', '소비가 감소한다.', '소비는 변화가 없다.', '소비가 불균형해진다.', '소비자가 저축을 늘린다.'], 'answer': 1}",,"정부가 지출을 늘리고 세금을 같은 비율로 증가시키면, 소비자들은 추가 소득의 75%를 소비에 사용할 것이라고 예상할 수 있습니다. 따라서, 정부 정책에 따라 전반적인 소비가 증가하는 경향이 있음을 고려해야 합니다."
generation-for-nlp-721_aug,달러화 시장     달러의 가치,"{'question': '질문: 미국의 금리가 상승하면 달러화 시장에 어떤 영향을 미칠까요?', 'choices': ['달러의 수요가 증가한다.', '달러의 공급이 감소한다.', '달러의 가치가 하락한다.', '달러의 공급이 증가한다.', '달러의 수요가 감소한다.'], 'answer': 1}",,"금리가 상승하면 일반적으로 투자자들이 고수익을 추구해 달러 자산에 대한 투자 수요가 늘어나게 됩니다. 이로 인해 달러화의 수요가 증가하고, 결과적으로 달러의 가치가 상승하는 경향이 있습니다."
generation-for-nlp-722_aug,고전적인 총 공급 곡선을 가정합니다.,"{'question': '질문: 총 공급 곡선이 오른쪽으로 이동하는 이유는 무엇인가요?', 'choices': ['생산비용의 감소', '공급자의 감소', '정부의 새로운 규제 시행', '자원 고갈', '소비자 수요 증가'], 'answer': 1}",,"총 공급 곡선이 오른쪽으로 이동하는 것은 공급이 증가하는 상황을 나타내며, 이는 일반적으로 생산 비용이 감소하거나 기술 혁신 등이 발생했을 때 일어납니다. 생산자들은 같은 가격 수준에서 더 많은 상품을 공급할 수 있게 되어 균형 가격은 하락하고 균형 생산량은 증가하게 됩니다."
generation-for-nlp-723_aug,국가 B가 동일한 재화를 생산하는 것보다 국가 A가 더 낮은 기회 비용으로 재화를 생산할 수 있다면,"{'question': '질문: 국가 A가 국가 B보다 재화 생산에서 더 효율적으로 자원을 활용할 수 있다면, 다음 중 가장 올바른 판단은 무엇인가요?', 'choices': ['국가 A는 자원의 활용 측면에서 국가 B보다 유리하다.', '국가 B는 해당 재화의 생산에서 더 낮은 기회 비용을 가진다.', '국가 A는 생산되는 재화의 양이 더 많기 때문에 생산에서 우위를 점하고 있다.', '국가 B는 해당 재화의 절대 우위를 점하고 있다.', '국가 A와 국가 B는 모두 같은 비용으로 재화를 생산할 수 있다.'], 'answer': 1}",,"효율적인 자원 활용은 기회 비용을 줄이는 데 기여하며, 이는 각 국가의 비교우위 형성에 중요한 요소입니다. 국가 A가 자원을 보다 효율적으로 활용할 수 있다면, 이는 A가 B보다 해당 재화의 생산에서 유리하다는 것을 나타냅니다."
generation-for-nlp-724_aug,선출직 공무원과 중앙은행이 인플레이션의 위협을 줄이기 위해 재정 정책과 통화 정책을 결합하기로 합의했다고 가정하겠습니다.,"{'question': '질문: 인플레이션을 줄이기 위해 선출직 공무원과 중앙은행이 합의할 수 있는 통화 정책의 예시는 무엇인가요?', 'choices': ['정부 지출 증가', '준비금 비율 감소', '할인율 인상', '세금 인하', '국채 매각'], 'answer': 3}",,"통화 정책에서 중앙은행은 금리를 조정하여 경제 전반에 영향을 미칩니다. 금리를 인상하면 대출 비용이 증가해 소비자와 기업의 지출이 줄어들며, 이는 인플레이션을 억제하는 데 도움이 됩니다."
generation-for-nlp-725_aug,케빈은 신발을 원하고 순무를 재배합니다. 리사는 순무를 원하고 판금을 만듭니다. 밥은 판금을 원하고 신발을 만듭니다.,"{'question': '질문: 이 단락에서 각 사람이 원하는 상품을 얻기 위해 가장 필요한 것이 무엇인가요?', 'choices': ['생산 재료', '적절한 거래 수단', '가격 협상 능력', '대량 생산 기술', '시장 조사 능력'], 'answer': 2}",,"케빈, 리사, 밥은 서로 다른 상품을 원하면서도 직접 거래를 하기 위한 수단이 마련되어 있지 않습니다. 따라서 그들이 원하는 상품을 교환하기 위해서는 적절한 거래 수단이 필요합니다."
generation-for-nlp-726_aug,가계가 금융 자산으로 미국 국채에 대한 수요를 늘린다고 가정하겠습니다.,"{'question': '질문: 미국 국채의 수요 증가가 자금 시장에 미치는 영향은 무엇인가요?', 'choices': ['자산 가격 상승, 금리 상승', '자산 가격 하락, 금리 하락', '자산 가격 상승, 금리 하락', '자산 가격 하락, 금리 상승', '자산 가격 변동 없음, 금리 변동 없음'], 'answer': 3}",,"가계가 미국 국채에 대한 수요를 증가시키면, 이는 국채 가격을 상승시키고, 결과적으로 국채의 수익률은 하락합니다. 시장에서는 이러한 국채 수익률의 하락이 자금 시장의 금리 하락으로 이어질 수 있습니다."
generation-for-nlp-727_aug,총 공급 곡선이 위로 기울어진다고 가정합니다.,"{'question': '질문: 총 공급 곡선의 변화가 경기 회복에 미치는 영향은 무엇인가요?', 'choices': ['총 공급 곡선이 오른쪽으로 이동하면 생산량은 감소한다.', '총 공급 곡선이 오른쪽으로 이동하면 물가 수준이 상승한다.', '총 공급 곡선이 왼쪽으로 이동하면 균형 생산량이 증가한다.', '총 공급 곡선이 오른쪽으로 이동하면 균형 물가 수준과 균형 생산량이 모두 증가한다.', '총 공급 곡선이 오른쪽으로 이동하면 소비자 신뢰와 무관하게 생산량은 증가한다.'], 'answer': 4}",,"총 공급 곡선이 위로 기울어져 있다는 것은 가격의 상승에 따라 생산자가 공급할 수 있는 상품의 양이 증가함을 의미합니다. 따라서 총 공급 곡선이 오른쪽으로 이동하면 생산량이 증가하게 되고, 동시에 수요와의 상호작용으로 물가 수준도 상승하는 경향이 있습니다."
generation-for-nlp-728_aug,대출 가능한 자금 시장     금리,"{'question': '질문: 높은 수준의 소비자 신뢰가 대출 금리에 미치는 영향은 무엇일까요?', 'choices': ['금리가 하락한다', '금리가 변동하지 않는다', '금리가 상승한다', '대출 승인이 더 어려워진다', '대출 조건이 더욱 엄격해진다'], 'answer': 3}",,"소비자 신뢰가 높으면 대출을 원하는 경향이 증가하여, 이에 따라 금융 기관들은 더욱 높은 금리를 요구할 가능성이 큽니다. 이는 대출 가능한 자금 시장에서 대출 수요의 증가로 인해 금리가 상승하는 현상으로 이어질 수 있습니다."
generation-for-nlp-729_aug,미국은 경쟁 시장에서 쌀을 생산합니다. 자유 무역으로 인해 세계 가격이 국내 가격보다 낮습니다.,"{'question': '질문: 쌀 생산에 있어 미국이 국제적인 가격 경쟁에서 겪는 어려움은 무엇인가요?', 'choices': ['미국은 쌀 생산을 확대하기 위해 농업 기술을 혁신하고 있다.', '미국은 국내 가격이 낮아지면서 쌀 수출을 증가시키고 있다.', '미국은 세계 가격이 낮아져 국내 시장에서 이익을 얻기 힘들다.', '미국은 쌀 생산을 위해 정부의 지원을 줄이고 있다.', '미국은 쌀 재배지의 면적을 감소시키고 있다.'], 'answer': 3}",,"지문에서는 세계 가격이 미국의 국내 가격보다 낮다고 언급하고 있습니다. 이는 미국의 쌀 생산업체들이 국내 시장에서 경쟁력을 갖추지 못하고 있다는 것을 시사하며, 이에 따라 쌀 생산에 어려움을 겪고 있음을 나타냅니다."
generation-for-nlp-730_aug,물가 수준이 상승하면 경제의 총 지출이 감소하는 이유는 다음과 같습니다. I. 소비자의 소득이 물가 상승으로 인해 더 이상 늘어날 수 없기 때문이다. II. 외국인이 줄어들기 때문이다. III. 물가가 오르면 금리가 높아져 지출이 감소하기 때문이다.,"{'question': '질문: 물가 상승이 소비자에게 미치는 영향을 설명하는 것은 무엇인가?', 'choices': ['소비자의 실질 소득이 감소한다.', '기업의 생산비용이 감소한다.', '외국인의 소비가 증가한다.', '금리가 낮아져 소비가 유도된다.', '전체 소비자 수가 증가한다.'], 'answer': 1}",,"물가 상승은 소비자의 소득을 감소시키는 효과가 있으며, 이는 가용 소비 여력을 제한하게 됩니다. 특히, 소비자의 명목 소득이 일정할 경우 물가 상승은 실질적인 구매력을 감소시킵니다."
generation-for-nlp-732_aug,실업률이 6%에서 5%로 떨어지고 물가 상승률이 3%에서 2%로 떨어진다고 가정하겠습니다.,"{'question': '질문: 실업률과 물가 상승률이 동시에 감소하는 상황에서 예상할 수 있는 경제적 영향은 무엇인가요?', 'choices': ['소비자 신뢰도 증가', '정부의 재정적자 확대', '외환 시장의 불안정성', '저축률의 감소', '기업의 투자 감소'], 'answer': 1}",,"실업률과 물가 상승률이 동시에 감소하는 것은 경제가 안정적으로 성장하고 있음을 나타내며, 이는 소비자와 기업의 신뢰를 높여주어 소비와 투자를 촉진할 가능성이 있습니다."
generation-for-nlp-733_aug,달러에 대한 수요가 증가하고 달러 공급이 감소하면,"{'question': '질문: 달러에 대한 수요 증가와 공급 감소가 기업의 수출 활동에 미치는 영향은 무엇인가?', 'choices': ['수출 기업의 경쟁력이 향상된다.', '수출 비용이 줄어들어 이익이 증가한다.', '수출 기업의 경쟁력이 악화된다.', '수출 자연 증가로 국내 경제에 긍정적 영향을 미친다.', '수출 시장이 안정된다.'], 'answer': 3}",,"달러의 공급이 줄어들고 수요가 늘어나면 달러의 가치가 상승하게 됩니다. 이는 해외 시장에서 자국 화폐로 계산한 수출 가격이 비싸지므로, 수출 기업의 경쟁력이 악화되는 결과를 가져올 수 있습니다."
generation-for-nlp-734_aug,화폐 수량설에 따르면 화폐 공급을 늘리면,"{'question': '질문: 화폐 수량설에 의하면 화폐 공급이 증가하는 경우 경제에 미치는 장기적 영향은 무엇인가요?', 'choices': ['화폐 공급 증가가 절대적으로 경제성장에 기여하며 실업률이 급격히 감소한다.', '물가 수준이 상승하여 인플레이션이 발생할 수 있으며, 구매력이 감소한다.', '생산성과 고용이 안정적으로 증가하고, 경제적 불균형이 해소된다.', '화폐의 유통 속도가 높아져 자연스럽게 경제가 활성화된다.', '통화량 증가가 재정 정책의 효율성을 낮춘다.'], 'answer': 2}",,"화폐 수량설은 화폐 공급의 변화가 물가 수준에 미치는 영향을 설명하며, 통화 공급이 증가하면 물가도 상승할 수 있다는 점에서 인플레이션의 발생 가능성을 언급합니다."
generation-for-nlp-735_aug,한 국가에서 매년 예산 흑자가 발생하고 이 흑자 중 일부를 국가 부채의 일부를 상환하는 데 사용한다고 가정하겠습니다.,"{'question': '질문: 국가가 매년 예산 흑자를 발생시키며 부채 상환에 일부를 사용했을 때, 어떤 긍정적인 효과를 기대할 수 있습니까?', 'choices': ['대외 신뢰도 상승', '세금 인상 필요성 증가', '공공 서비스 질 저하', '국가 경제 성장 둔화', '국가 자산 감소'], 'answer': 1}",,"예산 흑자가 발생하면 이는 정부의 재정 건전성을 나타내며, 대외적으로 신뢰를 증대시킬 수 있습니다. 높은 신뢰도는 외국 투자자들의 투자를 유치하고, 국가의 기후, 외교 및 경제적 안정성을 향상시킬 수 있습니다."
generation-for-nlp-737_aug,케인스주의 분석에 따르면 대공황은 다음과 같은 원인으로 인해 발생했습니다.,"{'question': '질문: 케인스주의에 따르면 대공황을 극복하기 위한 정부의 역할은 무엇인가?', 'choices': ['금리를 인상하여 저축을 장려해야 한다.', '정부의 재정 정책을 통해 총수요를 증가시켜야 한다.', '외환 시장에 개입하여 환율을 안정시켜야 한다.', '기업의 투자를 증가시켜야 한다.', '세금을 줄여 개인 소비를 촉진해야 한다.'], 'answer': 2}",,케인스는 대공황이 발생했을 때 정부가 총수요를 증대시키기 위해 적극적으로 개입해야 한다고 주장했습니다. 이는 소비자와 기업의 신뢰 회복을 통해 경제를 활성화하기 위함입니다.
generation-for-nlp-738_aug,금리     신규 주택     실업률,"{'question': '질문: 정부가 경제 성장을 촉진하기 위해 금리를 인하하고자 할 때, 신규 주택 시장과 실업률에 미치는 영향은 어떻게 예상할 수 있습니까?', 'choices': ['증가 \xa0\xa0\xa0감소 \xa0\xa0\xa0감소', '감소 \xa0\xa0\xa0증가 \xa0\xa0\xa0증가', '증가 \xa0\xa0\xa0증가 \xa0\xa0\xa0감소', '감소 \xa0\xa0\xa0감소 \xa0\xa0\xa0증가', '증가 \xa0\xa0\xa0감소 \xa0\xa0\xa0증가'], 'answer': 1}",,금리 인하는 대출 비용을 낮춰주기 때문에 소비자들의 신규 주택 구입을 촉진할 수 있습니다. 주택 수요가 증가하면 건설업체의 활동도 활발해져 실업률은 감소하는 경향이 있습니다. 이러한 과정은 경제 전반에 긍정적인 영향을 미칠 수 있습니다.
generation-for-nlp-739_aug,지급 준비율이 10%이고 연준이 시중 은행으로부터 100만 달러의 국채를 매입한다고 가정하겠습니다.,"{'question': '질문: 연준의 국채 매입이 은행의 유동성에 미치는 영향은 무엇입니까?', 'choices': ['유동성이 감소하여 금리가 상승한다.', '유동성이 증가하여 금리가 하락한다.', '유동성에 변화가 없어 금리가 유지된다.', '유동성이 증가하나 금리는 안정적으로 유지된다.', '유동성이 감소하더라도 금리는 계속해서 하락한다.'], 'answer': 2}",,"연준이 국채를 매입하면 은행의 보유 자산과 유동성이 증가하고, 이는 시장에 더 많은 자금이 유통되도록 촉진합니다. 이 과정에서 금리는 일반적으로 하락하는 경향이 있습니다."
generation-for-nlp-740_aug,"1990년에 1인당 실질 GDP가 10,000달러이고 2000년에 15,000달러였다면,","{'question': '질문: 1990년과 2000년 사이에 1인당 실질 GDP가 증가한 원인은 무엇일 수 있을까요?', 'choices': ['물가 상승', '해외 투자 증가', '정부의 소비 감소', '수출 감소', '인구 감소'], 'answer': 2}",,"경제 성장률은 GDP의 변동을 반영하며, 특정 기간 동안 GDP의 증가 원인은 다양한 요인에 의해 영향을 받을 수 있습니다. 1990년에서 2000년 사이에 1인당 실질 GDP가 증가했다면 이는 대외 무역, 투자, 소비 등에서 긍정적인 변화를 의미할 수 있습니다."
generation-for-nlp-742_aug,경제가 심각한 불황에 빠져 있습니다.,"{'question': '질문: 경제 불황 시 정부가 취할 수 있는 재정 정책의 예로 가장 적절한 것은 무엇입니까?', 'choices': ['세금을 인상하여 정부의 수입을 늘린다.', '정부 지출을 줄여서 재정 적자를 감소시킨다.', '대규모 공공사업을 통해 일자리를 창출한다.', '민간 부문에 대한 규제를 강화하여 시장 안정화를 꾀한다.', '금리를 인상하여 소비를 억제한다.'], 'answer': 3}",,경제가 심각한 불황에 빠졌을 때 정부는 소비와 투자를 촉진하기 위해 재정 지출을 늘리는 경향이 있습니다. 대규모 공공사업은 일자리 창출과 함께 경제 활성화의 효과를 가져올 수 있습니다.
generation-for-nlp-743_aug,지난 1년 동안 미국의 물가 수준이 상승했지만 재화와 용역의 생산량은 일정하게 유지되었다고 가정하겠습니다.,"{'question': '질문: 지난 1년 동안 물가 상승에도 불구하고 생산량이 일정하게 유지될 때, 이는 경제에 어떤 영향을 미칠 수 있습니까?', 'choices': ['물가 인하 효과를 가져온다.', '소비자 물가가 안정적으로 유지된다.', '생산 비용이 증가하여 기업의 이윤이 감소할 수 있다.', '모든 재화와 용역의 수요가 급락한다.', '생산자들이 시장에서 경쟁력을 잃는다.'], 'answer': 3}",,"물가가 상승하면서 생산량이 일정하게 유지된다는 것은 생산비가 증가할 가능성을 내포하고 있습니다. 기업들은 더 높은 비용을 감당해야 하며, 이는 이윤에 타격을 줄 수 있습니다. 이러한 현상은 일반적으로 스태그플레이션과 연결지어 생각할 수 있습니다."
generation-for-nlp-744_aug,"치즈와 크래커라는 두 가지 상품만 생산하는 경제를 상상해 보겠습니다. 치즈가 파운드당 3달러에 판매되고 10파운드가 생산되는 반면, 크래커는 파운드당 2달러에 판매되고 20파운드가 생산되는 경우.","{'question': '질문: 이 경제에서 치즈와 크래커의 생산 비율은 무엇인가요?', 'choices': ['1:1', '1:2', '3:2', '2:1', '5:1'], 'answer': 4}",,"치즈는 10파운드가 생산되고, 크래커는 20파운드가 생산됩니다. 두 상품의 생산량 비율을 비교하여 산출할 수 있습니다. 이 경우, 크래커의 생산량이 치즈의 생산량의 두 배라는 점에 주의하세요."
generation-for-nlp-745_aug,지난 20년 동안 카메라를 생산하는 기업들은 35mm 카메라 생산량을 줄이고 디지털 카메라 생산량을 늘리기 시작했습니다.,"{'question': '질문: 최근 20년간 카메라 시장의 변화는 무엇을 의미합니까?', 'choices': ['기술 발전이 소비자 선호에 미치는 영향을 보여준다.', '경쟁업체들이 생산 방법을 표준화하고 있음을 나타낸다.', '카메라 생산량이 감소하고 있다는 것을 의미한다.', '소비자들이 가격에 민감해졌다는 것을 반영한다.', '전통적인 카메라의 기능이 혁신적이지 않다는 것을 나타낸다.'], 'answer': 1}",,단락에서 언급된 카메라 생산 변화는 **소비자의 기술 선호 변화**와 깊은 연관이 있습니다. 디지털 카메라의 부각은 기술 발전이 소비자에게 더 나은 사용 경험을 제공하고 있음을 보이는 예시입니다.
generation-for-nlp-746_aug,위로 기울어지는 총 공급 곡선이 있다고 가정합니다.,"{'question': '질문: 만약 정부가 서해안 지역의 플랜트 복구를 위해 대규모 예산 투입을 결정한다면, 이는 균형 물가 수준과 균형 생산량에 어떤 영향을 미칠까요?', 'choices': ['균형 물가 수준이 감소하는 반면 균형 생산량이 증가한다.', '균형 물가 수준과 균형 생산량이 모두 증가한다.', '균형 물가 수준이 증가하고 균형 생산량은 변화가 없다.', '균형 물가 수준과 생산량 모두 감소한다.', '균형 물가 수준이 변화 없고 생산량만 감소한다.'], 'answer': 1}",,정부의 대규모 예산 투입은 공급 증가를 유도할 수 있습니다. 공급이 증가하면 가격이 내려가고 동시에 생산량이 늘어나는 결과를 가져올 수 있습니다. 이는 경제 회복 과정에서 발생할 수 있는 일반적인 현상입니다.
